Impacto,Circuito,Servicio,Motivo,Solicita,Número de instalación,Municipio,Dirección,Nombre del responsable,Fecha y hora esperada,Inicio,Fin,Horas,Estado,Fecha de registro,Explicación,Barrio,Nombre del contratista ,Tipo de aviso
Bajo,San Antonio De Prado,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Agua,503,Medellín,De CL 64 SUR hasta CL 48 SUR entre CR 54E y CR 75A; De  CL 48 SUR hasta CL 42 SUR entre CR 56 y CR 75; De CL 42 SUR hasta CL 36 SUR entre CR 55 y CR 87,Claudia Marcela Toro,08/14/2019 01:00:00 AM,08/13/2019 09:00:00 PM,08/14/2019 01:00:00 AM,4,ABIERTA,07/26/2019 12:00:00 AM,"Instalaciones afectadas: 503 | Motivo: Desvío de red | Rango Aproximado: De CL 64 SUR hasta CL 48 SUR entre CR 54E y CR 75A; De  CL 48 SUR hasta CL 42 SUR entre CR 56 y CR 75; De CL 42 SUR hasta CL 36 SUR entre CR 55 y CR 87 | Responsable: Elisabeth Martínez Hincapié - 3804781 - Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas | Solicitud HIDRO: N.A | Circuito: San Antonio De Prado | Observaciones: Desvío de red 200mm con IPID 4557160 para sacar de predio privado. Ejecutor: contratista: Juan Fernando Velasquez.  Auxiliar: Edgar Gaviria, Celular: 3013707846. (G.C:0).",N.A,Juan Fernando Velasquez.,IVR
Alto,Machado,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,7617,Bello,"Municipio Bello: De CL 30C hasta CL 32D entre CR 42 y CR 45; De CR 45 entre CL 32D y CL 38; De CR 43 hasta CR 45 entre CL 38 y AV 38C; De AV 38C hasta AV 38A entre DG 42DC y DG 42F; De AV 36C hasta AV 36A entre DG 42C y DG 42F; De DG 44 hasta DG 46 entre AV 35 y AV 39; De DG 44 hasta DG 44A entre AV 36D y AV 35; De AV 35 hasta AV 34 entre DG 42E y DG 44; De AV 34 hasta AV 31 entre DG 42EE y DG 44.
Municipio Copacabana: De CR 87 hasta CR 79 entre CL 38 y CL 40; De CL 40 hasta CL 47 entre CR 86 y CR 82; De CL 46 entre CR 81 y CR 78",Jorge Humberto Marin Posada,02/07/2019 4:00,02/06/2019 20:00,02/07/2019 4:00,8,ABIERTA,01/29/2019 12:00:00 AM,"Instalaciones afectadas: 7617 | Motivo: Lavado de tanque | Rango Aproximado: Municipio Bello: De CL 30C hasta CL 32D entre CR 42 y CR 45; De CR 45 entre CL 32D y CL 38; De CR 43 hasta CR 45 entre CL 38 y AV 38C; De AV 38C hasta AV 38A entre DG 42DC y DG 42F; De AV 36C hasta AV 36A entre DG 42C y DG 42F; De DG 44 hasta DG 46 entre AV 35 y AV 39; De DG 44 hasta DG 44A entre AV 36D y AV 35; De AV 35 hasta AV 34 entre DG 42E y DG 44; De AV 34 hasta AV 31 entre DG 42EE y DG 44.
Municipio Copacabana: De CR 87 hasta CR 79 entre CL 38 y CL 40; De CL 40 hasta CL 47 entre CR 86 y CR 82; De CL 46 entre CR 81 y CR 78 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Machado | Observaciones: Lavado del tanque Machado. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=7).",URB. CINCO ESTRELLAS;LA CAMILA;FONTIDUENO;ALCALA (BELLO);LAS VEGAS;LA GABRIELA,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Volador Centro,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",190,Medellín,De CR77 hasta CR80 entre CL73 y CL 73C,Claudia Marcela Toro,02/07/2019 18:00,02/07/2019 8:00,02/07/2019 18:00,10,ABIERTA,01/16/2019 12:00:00 AM,"Instalaciones afectadas: 190 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CR77 hasta CR80 entre CL73 y CL 73C | Responsable: Lina María Herrera - 3804227 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Volador Centro | Observaciones: Se Empalmara Red de 200 mm PEAD a redes de 200mm PVC con IPID 2648234 y 75mm PVC con IPIDs 2648241 Y 2648160. Ejecutor: contratista: CONSORCIO REDES IGUANÁ .  Auxiliar: LUIS FERNANDO ANGEL, Celular: 3004407832. (G.C:0).",FACULTAD DE MINAS UNIV. NACIONAL,CONSORCIO REDES IGUANÁ.,Volantes
Bajo,Moscú,Agua,Modernización,Unidad Operación y  Mantenimiento Gestión Aguas Residuale,454,Medellín,De CR38C hasta CR42B entre CL97 y CL 99B,Claudia Marcela Toro,02/07/2019 17:00,02/07/2019 9:00,02/07/2019 17:00,8,ABIERTA,01/18/2019 12:00:00 AM,"Instalaciones afectadas: 454 | Motivo: Intercalar válvula  | Rango Aproximado: De CR38C hasta CR42B entre CL97 y CL 99B | Responsable: YENNY VANESSA VILLADA LONDONO-3148848783 - 3804714  - Unidad Operación y  Mantenimiento Gestión Aguas Residuales | Solicitud HIDRO: N.A | Circuito: Moscú | Observaciones: Intercalar 3 Valvulas de 3"" a redes de 75 mm PVC  con IPIDs 2653735, 2653773 y 2653792. Ejecutor: contratista: REDYCO S.A.S.  Auxiliar:  JOHN DAVID ARROYAVE CARVAJAL, Celular: 3183352475. (G.C:0).",MOSCU NO. 2,REDYCO S.A.S.,Volantes
Alto,Girardota,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,6266,Girardota,De CL 2 hasta CL7 entre CR 7 y  CR 14; De CL 7 hasta CL 22 entre  CR 15 y CR 24,Jorge Humberto Marin Posada,02/08/2019 4:00,02/07/2019 19:00,02/08/2019 4:00,9,ABIERTA,02/01/2019 0:00,"Instalaciones afectadas: 6266 | Motivo: Lavado de tanque | Rango Aproximado: De CL 2 hasta CL7 entre CR 7 y  CR 14; De CL 7 hasta CL 22 entre  CR 15 y CR 24 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Girardota | Observaciones: Lavado del tanque Girardota. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=21).",LA CEIBA;CENTRO;EL LLANO;EL PARAÍSO;EL SALADO;LA FERRERÍA;LA FLORIDA;GIRARDOTA LA NUEVA;GUADUALES;GUAYACANES;JUAN XXIII (GIRARDOTA);MONTECARLO;NARANJAL (GIRARDOTA);NUEVO HORIZONTE;SANTA ANA(GIRARDOTA);SAN JOSÉ (GIRARDOTA); AURELIO MEJÍA,"Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876.",IVR + Plan medios
Bajo,Volador Centro,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,352,Medellín,De CR68 hasta CR70 entre CL79B y CL 79D,Claudia Marcela Toro,02/08/2019 18:00,02/08/2019 10:00,02/08/2019 18:00,8,ABIERTA,01/24/2019 12:00:00 AM,"Instalaciones afectadas: 352 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CR68 hasta CR70 entre CL79B y CL 79D | Responsable: León Humberto Posada Ríos - 380 09 57 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Volador Centro | Observaciones: EMPALMES DE PROYECTO PA_N 104 A, CR 68 ENTRE CL 79 C Y 79 D (PARTE SUPERIOR). Ejecutor: contratista: SANEAR S.A.  Auxiliar:  JUAN CARLOS BETANCOURT ESPINOSA, Celular: 3006111426. (G.C:0).",PROGRESO,SANEAR S.A.,Volantes
Alto,Piñuela,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,21210,Medellín,De CL 77 hasta CL 86 entre CR 49 y CR 52; DE CL 77 hasta CL 91 entre CR 52B y CR 62; De CL 85 hasta CL 91 entre CR 49 y CR 52; De CL 91 hasta CL 96 entre CR 50A y CR 54; De CL 96 hasta CL 97A entre CR 50B y CR 52,Jorge Humberto Marin Posada,02/14/2019 04:00:00 AM,02/13/2019 08:00:00 PM,02/14/2019 04:00:00 AM,8,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 21210 | Motivo: Lavado de tanque | Rango Aproximado: De CL 77 hasta CL 86 entre CR 49 y CR 52; DE CL 77 hasta CL 91 entre CR 52B y CR 62; De CL 85 hasta CL 91 entre CR 49 y CR 52; De CL 91 hasta CL 96 entre CR 50A y CR 54; De CL 96 hasta CL 97A entre CR 50B y CR 52 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Piñuela | Observaciones: Lavado del tanque Piñuela. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=3).",BRASILIA;SAN ISIDRO (MEDELLIN);PALERMO;LA ROSA;MIRANDA;ARANJUEZ;BERMEJAL - LOS ALAMOS;LA PINUELA;MORAVIA,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Aures 2,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",218,Medellín,De CL 79BB hasta CL 87 entre CR 96 Y CR 98,Jorge Humberto Marin Posada,02/14/2019 05:00:00 PM,02/14/2019 08:00:00 AM,02/14/2019 05:00:00 PM,9,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 218 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL 79BB hasta CL 87 entre CR 96 Y CR 98 | Responsable: Viviana Mejía Giraldo - 380 46 41  - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 3 | Solicitud HIDRO: N.A | Circuito: Aures 2 | Observaciones: Empalmes nueva impulsión Aures-Aures II. Ejecutor: Contratista: Mejía Acevedo. Ingeniera: Viviana Mejía Giraldo, celular: 3016957741. (G.C=0).",AURES NO. 2,Mejía Acevedo.,IVR
Bajo,Pedregal Bajo,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,139,Medellín,De CL 66C hasta CL 67B entre CR 115 y CR 119,Jorge Humberto Marin Posada,02/14/2019 03:00:00 PM,02/14/2019 10:00:00 AM,02/14/2019 03:00:00 PM,5,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 139 | Motivo: Lavado de tanque | Rango Aproximado: De CL 66C hasta CL 67B entre CR 115 y CR 119 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Pedregal Bajo | Observaciones: Lavado del tanque Pedregal Bajo. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",NAZARETH (SAN CRISTOBAL),Ingeniería Total Ltda.,IVR
Bajo,Volador Norte,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",2815,Medellín,De CL78 hasta CL94 entre CR65 y CR 67,Julio César Rúa Arango,02/18/2019 03:00:00 AM,02/18/2019 01:00:00 AM,02/18/2019 03:00:00 AM,2,ABIERTA,02/18/2019 12:00:00 AM,"Instalaciones afectadas: 2815 | Motivo: Preaislada | Rango Aproximado: De CL78 hasta CL94 entre CR65 y CR 67 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Volador Norte | Observaciones: Preaislada IPID 2645824. Ejecutor: Consorcio Redes Iguaná. Auxiliar: Daniel García, celular: 3005398004. (G.C:1).",FRANCISCO ANTONIO ZEA; ALFONSO LOPEZ; CEMENTERIO UNIVERSAL; PROGRESO,Consorcio Redes Iguaná.,IVR
Bajo,América,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,208,Medellín,DE CR 99 HASTA CR 100B ENTRE CL 44 Y CL 47B,Claudia Marcela Toro,02/18/2019 04:00:00 PM,02/18/2019 01:00:00 PM,02/18/2019 04:00:00 PM,3,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 208 | Motivo: Preaislada | Rango Aproximado: DE CR 99 HASTA CR 100B ENTRE CL 44 Y CL 47B | Responsable: León Humberto Posada Ríos - 380 09 57 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: América | Observaciones: Pre-aislada para posterior cambio de válvula. Ejecutor: contratista: SANEAR S.A.  Auxiliar: JUAN CARLOS BETANCOURT, Celular: 3006111426. (G.C:0).",SAN JAVIER NO. 1; SAN JAVIER NO. 2,SANEAR S.A.,Volantes
Bajo,Las Hamacas,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,925,Medellín,De CL 64 hasta CL 67 entre CR 117 y CR 118; De  139015600000000000 hasta  139015532900000000,Jorge Humberto Marin Posada,02/19/2019 04:00:00 AM,02/18/2019 08:00:00 PM,02/19/2019 04:00:00 AM,8,ABIERTA,02/13/2019 12:00:00 AM,"Instalaciones afectadas: 925 | Motivo: Lavado de tanque | Rango Aproximado: De CL 64 hasta CL 67 entre CR 117 y CR 118; De  139015600000000000 hasta  139015532900000000 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Las Hamacas | Observaciones: Lavado del tanque Las Hamacas. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",MONTECLARO (SAN CRISTOBAL);PAJARITO (SAN CRISTOBAL);NAZARETH (SAN CRISTOBAL),Ingeniería Total Ltda.,IVR
Bajo,El Totumo,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,1824,Girardota,De CL 10 hasta CL 14 entre CR 10 y CR 14; De CR 14 hasta CR17 entre CL 8 y CL 12A; De 177079974000000000 hasta 177070250000000102 entre 177070600000000000 y 177047700100000000,Jorge Humberto Marin Posada,02/20/2019 04:00:00 AM,02/19/2019 10:00:00 PM,02/20/2019 04:00:00 AM,6,ABIERTA,02/13/2019 12:00:00 AM,"Instalaciones afectadas: 1824 | Motivo: Lavado de tanque | Rango Aproximado: De CL 10 hasta CL 14 entre CR 10 y CR 14; De CR 14 hasta CR17 entre CL 8 y CL 12A; De 177079974000000000 hasta 177070250000000102 entre 177070600000000000 y 177047700100000000 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: El Totumo | Observaciones: Lavado del tanque El Totumo. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=2).",GIRARDOTA (FICTICIO),Ingeniería Total Ltda.,IVR
Alto,Berlín,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",9589,Medellín,De CL 87 hasta CL 89 entre CR 46A y CR 50A; De CL 89 hasta CL 98 entre CR 45A y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A,Claudia Marcela Toro,02/20/2019 07:00:00 AM,02/19/2019 10:00:00 PM,02/20/2019 07:00:00 AM,9,ABIERTA,01/29/2019 12:00:00 AM,"Instalaciones afectadas: 9589 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL 87 hasta CL 89 entre CR 46A y CR 50A; De CL 89 hasta CL 98 entre CR 45A y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A | Responsable: Marlon Mejía Martino - 3803557 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Berlín | Observaciones: Cinco empalmes a la red, DE 180 mm PEAD A RED DE 250 mm PVC IPID 9091626; EMPALME DE RED 180 mm PEAD A RED DE 100 mm PVC IPID 4617438; EMPALME DE RED 90 mm PEAD A RED DE 75 mm PVC IPID 4617446; EMPALME DE RED 90 mm PEAD A RED DE 75 mm ACERO IPID 4653513; EMPALME DE RED 90 mm PEAD A RED DE 75 mm HF IPID 4617446. Ejecutor: contratista: CONSORCIO C&C.  Auxiliar: CARLOS ALBERTO DAVILA, Celular: 3002051356. (G.C:4).",SAN ISIDRO (MEDELLIN);LA ROSA;BERLIN;ARANJUEZ;LA PINUELA;VILLA GUADALUPE;LAS ESMERALDAS,CONSORCIO C&C.,IVR + Plan medios
Alto,Potrerito,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Agua,3610,Bello,De CR 59BB hasta CR 60 entre CL 40 y CL 39; De CL 39 hasta CL 37 entre CR 59CC y CR 59; De CL 36 hasta CL 37 entre CR 58B y CR 59F,Claudia Marcela Toro,02/20/2019 06:00:00 PM,02/20/2019 08:00:00 AM,02/20/2019 06:00:00 PM,10,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 3610 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CR 59BB hasta CR 60 entre CL 40 y CL 39; De CL 39 hasta CL 37 entre CR 59CC y CR 59; De CL 36 hasta CL 37 entre CR 58B y CR 59F | Responsable: Wilmar Vélez Licona-3801469 - Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas | Solicitud HIDRO: N.A | Circuito: Potrerito | Observaciones: TRES EMPALMES 200x250mm DE RED DISTRIBUCIÓN PROVISIONAL DE PEAD EN TRES PUNTOS DEL CIRCUITO POTRERITO PARA PERMITIR EJECUCIÓN DE VÍA EN SECTOR AMAZONÍA, sobre red existente con IPIDs 9087568,  9034387 y 9322076.. Ejecutor: contratista: Alexia Uribe.  Auxiliar: Juan Ignacio Úsuga Quiceno, Celular: 301 370 79 24 . (G.C:1).",SERRAMONTE; AREA SIN DLLO COM 02 BELLO; VILLA DE OCCIDENTE,Alexia Uribe.,IVR
Bajo,Volador Centro,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",108,Medellín,DE CR 86 HASTA CR 87 ENTRE CL 65 Y CL 68,Claudia Marcela Toro,08/15/2019 02:00:00 AM,08/14/2019 11:00:00 PM,08/15/2019 02:00:00 AM,3,ABIERTA,07/29/2019 12:00:00 AM,"Instalaciones afectadas: 108 | Motivo: Preaislada | Rango Aproximado: DE CR 86 HASTA CR 87 ENTRE CL 65 Y CL 68
 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Volador Centro | Observaciones: Pre-aislada para posteriores empalmes. Ejecutor: contratista:CONSORCIO REDES IGUANÁ.  Auxiliar: ORLANDO VALENCIA, Celular: 3005385022. (G.C:0).",CALASANZ; LOS COLORES,CONSORCIO REDES IGUANÁ.,Volantes
Alto,Santo Domingo,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,12214,Medellín,De CL 84A hasta CL 84C entre CR 31A y CR 31B; De CL 84C hasta CL 86 entre CR 31 y CR 31AA; De CL 86 hasta CL 86AB entre CR 30 y CR 31AA; De CL 86AB hasta CL 89 entre CR 31 y CR 33; De CL 89 hasta CL 89A entre CR 31 y CR 34; De CL 89A hasta CL 91 entre CR 31 y CR 33; De CL 91 hasta CL 91A entre CR 31B y CR 34; De CL 91A hasta CL 93A entre CR 31B y CR 32; De CL 93A hasta CL 100B entre CR 30 y CR 37; De CL 100B hasta CL 102 entre CR 28 y CR 37; De CL 102 hasta CL 107B entre CR 28 y CR 37A; De CL 107B hasta CL 110 entre CR 28 y CR 32A; De CL 110 hasta CL 112 entre CR 28 y CR 33; De CL 112 hasta CL 121 entre CR 28E y CR 30,Jorge Humberto Marin Posada,02/21/2019 03:00:00 PM,02/21/2019 09:00:00 AM,02/21/2019 03:00:00 PM,6,ABIERTA,02/13/2019 12:00:00 AM,"Instalaciones afectadas: 12214 | Motivo: Lavado de tanque | Rango Aproximado: De CL 84A hasta CL 84C entre CR 31A y CR 31B; De CL 84C hasta CL 86 entre CR 31 y CR 31AA; De CL 86 hasta CL 86AB entre CR 30 y CR 31AA; De CL 86AB hasta CL 89 entre CR 31 y CR 33; De CL 89 hasta CL 89A entre CR 31 y CR 34; De CL 89A hasta CL 91 entre CR 31 y CR 33; De CL 91 hasta CL 91A entre CR 31B y CR 34; De CL 91A hasta CL 93A entre CR 31B y CR 32; De CL 93A hasta CL 100B entre CR 30 y CR 37; De CL 100B hasta CL 102 entre CR 28 y CR 37; De CL 102 hasta CL 107B entre CR 28 y CR 37A; De CL 107B hasta CL 110 entre CR 28 y CR 32A; De CL 110 hasta CL 112 entre CR 28 y CR 33; De CL 112 hasta CL 121 entre CR 28E y CR 30 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Santo Domingo | Observaciones: Lavado del tanque Santo Domingo. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=4).",SANTO DOMINGO SAVIO NO. 1;GRANIZAL;MOSCU NO. 2;LA SALLE;SAN PABLO;EL COMPROMISO (STA. ELENA);LA ESPERANZA NO. 2 (STA. ELENA);SAN JOSE LA CIMA NO. 1 S.E.;SAN JOSE LA CIMA NO. 2 S.E.;LAS GRANJAS (MEDELLIN);ORIENTE (STA. ELENA);POPULAR;SANTO DOMINGO SAVIO NO. 2;AREA SIN DLLO COM 06 BELLO;CARPINELO (STA. ELENA);LA AVANZADA (STA. ELENA);ALDEA PABLO VI (STA. ELENA),Ingeniería Total Ltda.,IVR + Plan medios
Medio,Volador Norte,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",3944,Medellín,De CL85A hasta CL93 entre CR65 y CR 70,Julio César Rúa Arango,02/25/2019 03:00:00 AM,02/25/2019 01:00:00 AM,02/25/2019 03:00:00 AM,2,ABIERTA,02/19/2019 12:00:00 AM,"Instalaciones afectadas: 3944 | Motivo: Empalme de red nueva a red existente  - Instalar válvula  | Rango Aproximado: De CL85A hasta CL93 entre CR65 y CR 70 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Volador Norte | Observaciones: Construcción de tres empalmes  2646360 2646351 8"" y válvula IPID 4596311-9560763. Ejecutor: Contratista: MS Construcciones S.A.S. Auxiliar: Daniel García, celular:3005385022. (G.C:0).",FRANCISCO ANTONIO ZEA - ALFONSO LÓPEZ - EL PROGRESO,MS Construcciones S.A.S.,IVR
Bajo,La Tolda,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,1733,Copacabana,De CL 55 hasta CL 59 entre CR 62A Y CR 54; De CL 59 hasta CL 58 entre CR 63 y CR 48; De CR 27 hasta CR 48 entre CL 56 y CL 72; De 165062170000000102 hasta 165061440000000000,Jorge Humberto Marin Posada,02/26/2019 04:00:00 AM,02/25/2019 08:00:00 PM,02/26/2019 04:00:00 AM,8,ABIERTA,02/19/2019 12:00:00 AM,"Instalaciones afectadas: 1733 | Motivo: Lavado de tanque | Rango Aproximado: De CL 55 hasta CL 59 entre CR 62A Y CR 54; De CL 59 hasta CL 58 entre CR 63 y CR 48; De CR 27 hasta CR 48 entre CL 56 y CL 72; De 165062170000000102 hasta 165061440000000000 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: La Tolda | Observaciones: Lavado del tanque La Tolda. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=4).",ZONA INDUSTRIAL 3 (BELLO),Ingeniería Total Ltda.,IVR
Bajo,Palenque,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",579,Medellín,DE CR 88 HASTA CR 92DD ENTRE CL 58 Y CL 59A,Claudia Marcela Toro,02/26/2019 02:00:00 PM,02/26/2019 08:00:00 AM,02/26/2019 02:00:00 PM,6,ABIERTA,02/05/2019 0:00,"Instalaciones afectadas: 579 | Motivo: Desvío de red | Rango Aproximado: DE CR 88 HASTA CR 92DD ENTRE CL 58 Y CL 59A | Responsable: Lina María Herrera - 3804227 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones: Dos desvíos en PEAD 110 mm sobre red existente con IPID 2641341  para construcción de cámaras de inspección. Ejecutor: contratista: CONSORCIO REDES IGUANÁ.  Auxiliar: LUIS FERNANDO ANGEL, Celular: 3004407832. (G.C:0).",BLANQUIZAL; EL PESEBRE,CONSORCIO REDES IGUANÁ.,IVR
Bajo,Machado,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",1769,Bello,DE DIAG 44 HASTA DIAG 46 ENTRE AVDA 35 Y AVDA 39,Claudia Marcela Toro,02/26/2019 04:00:00 PM,02/26/2019 10:00:00 AM,02/26/2019 04:00:00 PM,6,ABIERTA,02/15/2019 12:00:00 AM,"Instalaciones afectadas: 1769 | Motivo: Desvío de red | Rango Aproximado: DE DIAG 44 HASTA DIAG 46 ENTRE AVDA 35 Y AVDA 39 | Responsable: JUAN RICARDO ESPINAL SANTANA - 3805670 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Machado | Observaciones: Desvío de red  200mm PVC-P con IPID 2008241 por interferencia para la construcción del Aliviadero (A10). Ejecutor: contratista: Consorcio Cuencas Norte.  Auxiliar: JAMILLE CARDONA HENAO, Celular: 3015127119. (G.C:0).",LAS VEGAS; AREA SIN DLLO COM 06 BELLO,Consorcio Cuencas Norte.,IVR
